frame.len,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.length,radiotap.timestamp.ts,wlan.duration,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan_radio.duration,wlan.seq,wlan_radio.data_rate,wlan_radio.signal_dbm,wlan_radio.phy,wlan.sa,wlan.da,wlan.bssid,frame.interface_name
111,0.000009398,0.000009398,1744874373.672309543,2.716071383,13,,0,False,False,False,True,False,2,False,8,880,3512,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000007924,0.000007924,1744874373.672317467,2.716079307,13,,0,False,False,False,True,False,2,False,8,688,3513,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
150,0.070018212,0.070018212,1744874373.742335679,2.786097519,68,1201335258,44,False,False,False,True,False,2,False,8,,1040,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.021412650,0.021412650,1744874373.763748329,2.807510169,68,1201356668,44,False,False,False,True,False,2,False,8,,1041,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000001864,0.000001864,1744874373.763750193,2.807512033,68,1201356668,44,False,False,False,True,False,2,False,8,,1041,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000021260,0.000021260,1744874373.763771453,2.807533293,68,1201356668,44,False,False,False,True,False,2,False,8,,1041,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
354,0.000002354,0.000002354,1744874373.763773807,2.807535647,68,1201356668,44,False,False,False,True,False,2,False,8,,1041,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
162,0.000002725,0.000002725,1744874373.763776532,2.807538372,68,1201356668,44,False,False,False,True,False,2,False,8,,1042,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000017844,0.000017844,1744874373.763794376,2.807556216,68,1201356668,44,False,False,False,True,False,2,False,8,,1041,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000822509,0.000822509,1744874373.764616885,2.808378725,13,,0,False,False,False,True,False,2,False,8,688,3514,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000012434,0.000012434,1744874373.764629319,2.808391159,13,,0,False,False,False,True,False,2,False,8,688,3515,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.040721237,0.040721237,1744874373.805350556,2.849112396,13,,0,False,False,False,True,False,2,False,8,1072,3516,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.000028974,0.000028974,1744874373.805379530,2.849141370,13,,0,False,False,False,True,False,2,False,8,1072,3516,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.000714737,0.000714737,1744874373.806094267,2.849856107,13,,0,False,False,False,True,False,2,False,8,1072,3516,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
110,0.000011071,0.000011071,1744874373.806105338,2.849867178,13,,0,False,False,False,True,False,2,False,8,872,3516,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.230026479,0.230026479,1744874374.036131817,3.079893657,13,,0,False,False,False,True,False,2,False,8,2024,3517,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.106509850,0.106509850,1744874374.142641667,3.186403507,13,,0,False,False,False,True,False,2,False,8,1072,3518,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.000009988,0.000009988,1744874374.142651655,3.186413495,13,,0,False,False,False,True,False,2,False,8,1072,3518,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
135,0.000009037,0.000009037,1744874374.142660692,3.186422532,13,,0,False,False,False,True,False,2,False,8,1072,3518,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
110,0.000008426,0.000008426,1744874374.142669118,3.186430958,13,,0,False,False,False,True,False,2,False,8,872,3518,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.224807988,0.224807988,1744874374.367477106,3.411238946,13,,0,False,False,False,True,False,2,False,8,2024,3519,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.181255627,0.181255627,1744874374.548732733,3.592494573,13,,0,False,False,False,True,False,2,False,8,2024,3520,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.111702342,0.111702342,1744874374.660435075,3.704196915,13,,0,False,False,False,True,False,2,False,8,688,3521,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
1327,0.000009278,0.000009278,1744874374.660444353,3.704206193,13,,0,False,False,False,True,False,2,False,8,10608,3522,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.383800502,0.383800502,1744874375.044244855,4.088006695,13,,0,False,False,False,True,False,2,False,8,2024,3523,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.327339523,0.327339523,1744874375.371584378,4.415346218,13,,0,False,False,False,True,False,2,False,8,2024,3524,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
150,0.268427915,0.268427915,1744874375.640012293,4.683774133,68,1203232831,44,False,False,False,True,False,2,False,8,,1046,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000000010,0.000000010,1744874375.640012303,4.683774143,68,1203232831,44,False,False,False,True,False,2,True,8,,1043,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,-0.000000060,-0.000000060,1744874375.640012243,4.683774083,68,1203232831,44,False,False,False,True,False,2,True,8,,1044,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000026360,0.000026360,1744874375.640038603,4.683800443,68,1203232831,44,False,False,False,True,False,2,False,8,,1046,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000000301,0.000000301,1744874375.640038904,4.683800744,68,1203232831,44,False,False,False,True,False,2,False,8,,1050,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000005069,0.000005069,1744874375.640043973,4.683805813,68,1203232831,44,False,False,False,True,False,2,True,8,,1044,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000016641,0.000016641,1744874375.640060614,4.683822454,68,1203232831,44,False,False,False,True,False,2,False,8,,1048,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
162,0.000008907,0.000008907,1744874375.640069521,4.683831361,68,1203232831,44,False,False,False,True,False,2,True,8,,1045,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000015690,0.000015690,1744874375.640085211,4.683847051,68,1203232831,44,False,False,False,True,False,2,False,8,,1049,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
162,0.000009147,0.000009147,1744874375.640094358,4.683856198,68,1203232831,44,False,False,False,True,False,2,False,8,,1047,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000015770,0.000015770,1744874375.640110128,4.683871968,68,1203232831,44,False,False,False,True,False,2,False,8,,1051,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
162,0.000008876,0.000008876,1744874375.640119004,4.683880844,68,1203232831,44,False,False,False,True,False,2,False,8,,1052,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
150,0.000015580,0.000015580,1744874375.640134584,4.683896424,68,1203232831,44,False,False,False,True,False,2,False,8,,1053,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000785199,0.000785199,1744874375.640919783,4.684681623,13,,0,False,False,False,True,False,2,False,8,688,3525,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000015630,0.000015630,1744874375.640935413,4.684697253,13,,0,False,False,False,True,False,2,False,8,688,3526,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000018534,0.000018534,1744874375.640953947,4.684715787,13,,0,False,False,False,True,False,2,False,8,688,3527,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000013456,0.000013456,1744874375.640967403,4.684729243,13,,0,False,False,False,True,False,2,False,8,688,3528,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
286,0.151911494,0.151911494,1744874375.792878897,4.836640737,13,,0,False,False,False,True,False,2,False,8,2280,3529,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
150,0.297995480,0.297995480,1744874376.090874377,5.134636217,68,1203683769,44,False,False,False,True,False,2,False,8,,1054,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000016671,0.000016671,1744874376.090891048,5.134652888,68,1203683769,44,False,False,False,True,False,2,False,8,,1054,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000813002,0.000813002,1744874376.091704050,5.135465890,13,,0,False,False,False,True,False,2,False,8,688,3530,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.052172290,0.052172290,1744874376.143876340,5.187638180,13,,0,False,False,False,True,False,2,False,8,2024,3531,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
150,0.269523480,0.269523480,1744874376.413399820,5.457161660,68,1204006274,44,False,False,False,True,False,2,False,8,,1055,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000036308,0.000036308,1744874376.413436128,5.457197968,68,1204006274,44,False,False,False,True,False,2,False,8,,1055,258.1,-44,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000846765,0.000846765,1744874376.414282893,5.458044733,13,,0,False,False,False,True,False,2,False,8,688,3532,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
270,0.810721592,0.810721592,1744874377.225004485,6.268766325,13,,0,False,False,False,True,False,2,False,8,2152,3533,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
1530,0.039511518,0.039511518,1744874377.264516003,6.308277843,68,1204857313,44,False,False,False,True,False,2,False,8,,1056,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
1052,0.000030528,0.000030528,1744874377.264546531,6.308308371,68,1204857313,44,False,False,False,True,False,2,False,8,,1056,258.1,-45,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000862575,0.000862575,1744874377.265409106,6.309170946,13,,0,False,False,False,True,False,2,False,8,688,3534,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.000009849,0.000009849,1744874377.265418955,6.309180795,13,,0,False,False,False,True,False,2,False,8,688,3535,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
122,0.457734059,0.457734059,1744874377.723153014,6.766914854,13,,0,False,False,False,True,False,2,False,8,968,3536,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.073801399,0.073801399,1744874377.796954413,6.840716253,13,,0,False,False,False,True,False,2,False,8,2024,3537,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
286,0.348179564,0.348179564,1744874378.145133977,7.188895817,13,,0,False,False,False,True,False,2,False,8,2280,3538,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.075692060,0.075692060,1744874378.220826037,7.264587877,13,,0,False,False,False,True,False,2,False,8,2024,3539,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
75,0.018920075,0.018920075,1744874378.239746112,7.283507952,13,,0,False,False,False,True,False,2,False,8,592,3540,1,,4,a4:42:3b:6e:0b:63,ff:ff:ff:ff:ff:ff,ee:64:43:f1:4e:4e,wlo1
122,0.089054474,0.089054474,1744874378.328800586,7.372562426,54,1205918977,0,False,False,False,True,False,2,False,0,736,157,1,-38,4,a4:42:3b:6e:0b:63,ff:ff:ff:ff:ff:ff,ee:64:43:f1:4e:4e,wlo1
263,0.067527248,0.067527248,1744874378.396327834,7.440089674,68,1205989209,44,False,False,False,True,False,2,True,8,,1057,229.4,-46,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000759411,0.000759411,1744874378.397087245,7.440849085,13,,0,False,False,False,True,False,2,False,8,688,3541,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
126,0.062527128,0.062527128,1744874378.459614373,7.503376213,56,1206051454,314,False,False,False,True,False,2,False,8,752,1058,1,-49,4,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.008712364,0.008712364,1744874378.468326737,7.512088577,13,,0,False,False,False,True,False,2,False,8,688,3542,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
263,0.003868669,0.003868669,1744874378.472195406,7.515957246,68,1206065079,44,False,False,False,True,False,2,False,8,,1059,229.4,-46,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
162,0.000000020,0.000000020,1744874378.472195426,7.515957266,68,1206065079,44,False,False,False,True,False,2,False,8,,1060,229.4,-46,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
87,0.000764269,0.000764269,1744874378.472959695,7.516721535,13,,0,False,False,False,True,False,2,False,8,688,3543,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.026898276,0.026898276,1744874378.499857971,7.543619811,13,,0,False,False,False,True,False,2,False,8,688,3544,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.040659871,0.040659871,1744874378.540517842,7.584279682,13,,0,False,False,False,True,False,2,False,8,688,3545,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.028720187,0.028720187,1744874378.569238029,7.612999869,13,,0,False,False,False,True,False,2,False,8,688,3546,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.030148418,0.030148418,1744874378.599386447,7.643148287,13,,0,False,False,False,True,False,2,False,8,688,3547,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.030979344,0.030979344,1744874378.630365791,7.674127631,13,,0,False,False,False,True,False,2,False,8,688,3548,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.031932790,0.031932790,1744874378.662298581,7.706060421,13,,0,False,False,False,True,False,2,False,8,688,3549,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.031106012,0.031106012,1744874378.693404593,7.737166433,13,,0,False,False,False,True,False,2,False,8,688,3550,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.032122488,0.032122488,1744874378.725527081,7.769288921,13,,0,False,False,False,True,False,2,False,8,688,3551,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.048240082,0.048240082,1744874378.773767163,7.817529003,13,,0,False,False,False,True,False,2,False,8,688,3552,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.040735584,0.040735584,1744874378.814502747,7.858264587,13,,0,False,False,False,True,False,2,False,8,688,3553,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.026345012,0.026345012,1744874378.840847759,7.884609599,13,,0,False,False,False,True,False,2,False,8,688,3554,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.030933788,0.030933788,1744874378.871781547,7.915543387,13,,0,False,False,False,True,False,2,False,8,688,3555,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.039542777,0.039542777,1744874378.911324324,7.955086164,13,,0,False,False,False,True,False,2,False,8,688,3556,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.038917248,0.038917248,1744874378.950241572,7.994003412,13,,0,False,False,False,True,False,2,False,8,688,3557,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.024863672,0.024863672,1744874378.975105244,8.018867084,13,,0,False,False,False,True,False,2,False,8,688,3558,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.025191089,0.025191089,1744874379.000296333,8.044058173,13,,0,False,False,False,True,False,2,False,8,688,3559,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.020966680,0.020966680,1744874379.021263013,8.065024853,13,,0,False,False,False,True,False,2,False,8,688,3560,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.031251837,0.031251837,1744874379.052514850,8.096276690,13,,0,False,False,False,True,False,2,False,8,688,3561,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.028572430,0.028572430,1744874379.081087280,8.124849120,13,,0,False,False,False,True,False,2,False,8,688,3562,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.031875351,0.031875351,1744874379.112962631,8.156724471,13,,0,False,False,False,True,False,2,False,8,688,3563,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.030318980,0.030318980,1744874379.143281611,8.187043451,13,,0,False,False,False,True,False,2,False,8,688,3564,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.026063643,0.026063643,1744874379.169345254,8.213107094,13,,0,False,False,False,True,False,2,False,8,688,3565,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.040787561,0.040787561,1744874379.210132815,8.253894655,13,,0,False,False,False,True,False,2,False,8,688,3566,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.038017203,0.038017203,1744874379.248150018,8.291911858,13,,0,False,False,False,True,False,2,False,8,688,3567,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.039125340,0.039125340,1744874379.287275358,8.331037198,13,,0,False,False,False,True,False,2,False,8,688,3568,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.042017339,0.042017339,1744874379.329292697,8.373054537,13,,0,False,False,False,True,False,2,False,8,688,3569,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.023936846,0.023936846,1744874379.353229543,8.396991383,13,,0,False,False,False,True,False,2,False,8,688,3570,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.028198034,0.028198034,1744874379.381427577,8.425189417,13,,0,False,False,False,True,False,2,False,8,688,3571,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.063645585,0.063645585,1744874379.445073162,8.488835002,13,,0,False,False,False,True,False,2,False,8,688,3572,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.018907561,0.018907561,1744874379.463980723,8.507742563,13,,0,False,False,False,True,False,2,False,8,688,3573,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.037111897,0.037111897,1744874379.501092620,8.544854460,13,,0,False,False,False,True,False,2,False,8,688,3574,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.059907934,0.059907934,1744874379.561000554,8.604762394,13,,0,False,False,False,True,False,2,False,8,688,3575,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.009273691,0.009273691,1744874379.570274245,8.614036085,13,,0,False,False,False,True,False,2,False,8,688,3576,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.034188049,0.034188049,1744874379.604462294,8.648224134,13,,0,False,False,False,True,False,2,False,8,688,3577,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.030572217,0.030572217,1744874379.635034511,8.678796351,13,,0,False,False,False,True,False,2,False,8,688,3578,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.036308082,0.036308082,1744874379.671342593,8.715104433,13,,0,False,False,False,True,False,2,False,8,688,3579,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.026942769,0.026942769,1744874379.698285362,8.742047202,13,,0,False,False,False,True,False,2,False,8,688,3580,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.033827670,0.033827670,1744874379.732113032,8.775874872,13,,0,False,False,False,True,False,2,False,8,688,3581,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.033912890,0.033912890,1744874379.766025922,8.809787762,13,,0,False,False,False,True,False,2,False,8,688,3582,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
254,0.026550861,0.026550861,1744874379.792576783,8.836338623,13,,0,False,False,False,True,False,2,False,8,2024,3583,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.009573055,0.009573055,1744874379.802149838,8.845911678,13,,0,False,False,False,True,False,2,False,8,688,3584,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.029247451,0.029247451,1744874379.831397289,8.875159129,13,,0,False,False,False,True,False,2,False,8,688,3585,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.035709725,0.035709725,1744874379.867107014,8.910868854,13,,0,False,False,False,True,False,2,False,8,688,3586,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.031277766,0.031277766,1744874379.898384780,8.942146620,13,,0,False,False,False,True,False,2,False,8,688,3587,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.028691574,0.028691574,1744874379.927076354,8.970838194,13,,0,False,False,False,True,False,2,False,8,688,3588,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.033348297,0.033348297,1744874379.960424651,9.004186491,13,,0,False,False,False,True,False,2,False,8,688,3589,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.028775301,0.028775301,1744874379.989199952,9.032961792,13,,0,False,False,False,True,False,2,False,8,688,3590,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
87,0.033085622,0.033085622,1744874380.022285574,9.066047414,13,,0,False,False,False,True,False,2,False,8,688,3591,1,,4,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,ee:64:43:f1:4e:4e,wlo1
150,0.011513501,0.011513501,1744874380.033799075,9.077560915,68,1207626639,44,False,False,False,True,False,2,False,8,,1061,229.4,-47,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
263,0.000024175,0.000024175,1744874380.033823250,9.077585090,68,1207626639,44,False,False,False,True,False,2,False,8,,1061,229.4,-47,11,ee:64:43:f1:4e:4e,a4:42:3b:6e:0b:63,ee:64:43:f1:4e:4e,wlo1
